Protein,bait,gamma1,gamma2,gamma3,lambda1,lambda2,lambda3,pi1,pi2,pi3,rep1,rep2,tau
FDXR,TMEMmyc,0.002547925553971536,1.9097523506693648e-11,0.9974520744259333,6.335755677368913,7.9196945967109125,9.503633516092941,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,17.0,14.0,0.03162277660168379
FECH,TMEMV5,0.824031743579531,1.3353225229701976e-10,0.17596825628611265,5.789256068908733,7.2365700861392535,8.68388410336307,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,6.0,5.0,0.03162277660168379
FECH,TMEMmyc,0.8499121843822196,9.180664715958018e-11,0.1500878155251238,6.335755677365831,7.9196945967109125,9.503633516049641,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,7.0,5.0,0.03162277660168379
FEM1B,TMEMV5,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,1.0,0.03162277660168379
FEM1B,TMEMmyc,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,1.0,0.03162277660168379
FEN1,TMEMmyc,5.8334204160881425e-06,1.242692825898539e-12,0.9999941665773411,6.335755677368681,7.9196945967109125,9.503633516142955,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,24.0,22.0,0.03162277660168379
FEN1,TMEMV5,5.494529314361791e-05,4.603128421150561e-12,0.9999450547012533,5.789256068911346,7.2365700861392535,8.683884103445923,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,21.0,18.0,0.03162277660168379
FER,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,0.0,0.03162277660168379
FER,TMEMmyc,0.9986407930777661,7.412918371640255e-12,0.001359206913822401,6.33575567730552,7.9196945967109125,9.503633516053053,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,0.0,0.03162277660168379
FER1L4,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,2.0,0.03162277660168379
FER1L4,TMEMV5,0.997537276384094,1.3885490406123957e-11,0.0024627236010229137,5.789256068848247,7.2365700861392535,8.683884103366996,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,0.0,0.03162277660168379
FERMT2,TMEMmyc,1.5174151410260922e-07,2.4084356338820427e-13,0.9999998482572449,6.335755677368679,7.9196945967109125,9.503633516172904,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,28.0,27.0,0.03162277660168379
FERMT2,TMEMV5,9.528868932807317e-07,7.4347108044254e-13,0.9999990471113632,5.789256068911337,7.2365700861392535,8.68388410348234,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,29.0,20.0,0.03162277660168379
FEZ2,TMEMV5,0.997537276384094,1.3885490406123957e-11,0.0024627236010229137,5.789256068848247,7.2365700861392535,8.683884103366996,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,0.0,0.03162277660168379
FEZ2,TMEMmyc,0.9986407930777661,7.412918371640255e-12,0.001359206913822401,6.33575567730552,7.9196945967109125,9.503633516053053,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,0.0,0.03162277660168379
FGD1,TMEMV5,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,0.0,0.03162277660168379
FGD1,TMEMmyc,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,0.0,0.03162277660168379
FGD6,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,2.0,0.03162277660168379
FGD6,TMEMmyc,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,0.0,0.03162277660168379
FGFR1OP2,TMEMV5,0.9917366399511276,2.6962396242920722e-11,0.008263360020918037,5.789256068864867,7.2365700861392535,8.683884103366719,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,0.0,0.03162277660168379
FGFR1OP2,TMEMmyc,0.9954274374145274,1.4431768765543875e-11,0.0045725625700453725,6.335755677320629,7.9196945967109125,9.503633516052895,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,2.0,0.03162277660168379
FH,TMEMV5,0.2151173841386385,1.6622174281185e-10,0.7848826156943548,5.789256068918883,7.2365700861392535,8.683884103368959,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,12.0,6.0,0.03162277660168379
FH,TMEMmyc,0.5279837364288784,1.3923892727383926e-10,0.47201626343135467,6.335755677377451,7.9196945967109125,9.503633516048417,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,8.0,8.0,0.03162277660168379
FHIP1B,TMEMV5,0.8753779897524312,1.1348222492003062e-10,0.12462201013321092,5.789256068903789,7.2365700861392535,8.683884103363807,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,8.0,2.0,0.03162277660168379
FHIP1B,TMEMmyc,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,4.0,0.03162277660168379
FHIP2A,TMEMmyc,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,1.0,0.03162277660168379
FHIP2A,TMEMV5,0.997537276384094,1.3885490406123957e-11,0.0024627236010229137,5.789256068848247,7.2365700861392535,8.683884103366996,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,0.0,0.03162277660168379
FHL1,TMEMV5,0.9917366399511276,2.6962396242920722e-11,0.008263360020918037,5.789256068864867,7.2365700861392535,8.683884103366719,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,2.0,0.03162277660168379
FHL1,TMEMmyc,0.9954274374145274,1.4431768765543875e-11,0.0045725625700453725,6.335755677320629,7.9196945967109125,9.503633516052895,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,1.0,0.03162277660168379
FHL2,TMEMV5,0.997537276384094,1.3885490406123957e-11,0.0024627236010229137,5.789256068848247,7.2365700861392535,8.683884103366996,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,0.0,0.03162277660168379
FHL2,TMEMmyc,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,0.0,0.03162277660168379
FHL3,TMEMV5,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,0.0,0.03162277660168379
FHL3,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,1.0,0.03162277660168379
FHOD1,TMEMmyc,7.796830822262965e-10,2.251017705283636e-14,0.9999999992192943,6.335755677368679,7.9196945967109125,9.50363351621616,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,41.0,27.0,0.03162277660168379
FHOD1,TMEMV5,2.1760700929278216e-09,4.825538688997893e-14,0.9999999978228815,5.789256068911337,7.2365700861392535,8.683884103536965,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,36.0,28.0,0.03162277660168379
FHOD3,TMEMmyc,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,3.0,0.03162277660168379
FHOD3,TMEMV5,0.9917366399511276,2.6962396242920722e-11,0.008263360020918037,5.789256068864867,7.2365700861392535,8.683884103366719,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,1.0,0.03162277660168379
FIBP,TMEMV5,0.15448937267204707,1.492179076686991e-10,0.8455106271778894,5.7892560689176,7.2365700861392535,8.683884103372177,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,12.0,7.0,0.03162277660168379
FIBP,TMEMmyc,0.8946719716791026,7.731324297893462e-11,0.10532802824268951,6.335755677361215,7.9196945967109125,9.503633516050334,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,8.0,3.0,0.03162277660168379
FIG4,TMEMmyc,0.9662933691314884,4.2753238636047455e-11,0.03370663082479184,6.33575567734615,7.9196945967109125,9.503633516051906,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,4.0,0.03162277660168379
FIG4,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,1.0,0.03162277660168379
FIGNL1,TMEMV5,0.29133993395450675,1.8009527873921048e-10,0.7086600658646892,5.789256068919965,7.2365700861392535,8.683884103366202,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,7.0,10.0,0.03162277660168379
FIGNL1,TMEMmyc,0.7905836945143103,1.0674755525649577e-10,0.2094163053781514,6.335755677369975,7.9196945967109125,9.503633516048954,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,7.0,6.0,0.03162277660168379
FIP1L1,TMEMV5,1.254831514821902e-07,2.9878459984562115e-13,0.9999998745155496,5.789256068911337,7.2365700861392535,8.68388410350055,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,31.0,23.0,0.03162277660168379
FIP1L1,TMEMmyc,5.121274255696575e-07,4.161775275802845e-13,0.9999994878711582,6.335755677368679,7.9196945967109125,9.503633516162921,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,32.0,20.0,0.03162277660168379
FKBP15,TMEMmyc,1.5631536558761926e-13,4.8929721507179225e-16,0.9999999999988431,6.335755677368679,7.9196945967109125,9.503633516286037,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,48.0,41.0,0.03162277660168379
FKBP15,TMEMV5,3.7736384679826474e-11,7.793514400533252e-15,0.9999999999612557,5.789256068911337,7.2365700861392535,8.68388410357338,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,48.0,26.0,0.03162277660168379
FKBP3,TMEMmyc,0.9954274374145274,1.4431768765543875e-11,0.0045725625700453725,6.335755677320629,7.9196945967109125,9.503633516052895,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,1.0,0.03162277660168379
FKBP3,TMEMV5,0.997537276384094,1.3885490406123957e-11,0.0024627236010229137,5.789256068848247,7.2365700861392535,8.683884103366996,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,0.0,0.03162277660168379
FKBP4,TMEMmyc,9.966010494242166e-05,4.452375281307186e-12,0.9999003398896052,6.3357556773686925,7.9196945967109125,9.503633516119658,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,24.0,15.0,0.03162277660168379
FKBP4,TMEMV5,0.023496176287033252,6.925794375660347e-11,0.9765038236427324,5.789256068912931,7.2365700861392535,8.683884103390735,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,13.0,11.0,0.03162277660168379
FKBP5,TMEMV5,0.9133178241522387,9.472053440397932e-11,0.08668217575212736,5.7892560688984736,7.2365700861392535,8.683884103364509,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,5.0,4.0,0.03162277660168379
FKBP5,TMEMmyc,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,6.0,1.0,0.03162277660168379
FKBP8,TMEMV5,0.824031743579531,1.3353225229701976e-10,0.17596825628611265,5.789256068908733,7.2365700861392535,8.68388410336307,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,5.0,6.0,0.03162277660168379
FKBP8,TMEMmyc,0.9502780336897603,5.255580867448235e-11,0.04972196625673359,6.3357556773512655,7.9196945967109125,9.503633516051483,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,5.0,4.0,0.03162277660168379
FLAD1,TMEMV5,3.6630866326323965e-05,3.836010607799736e-12,0.9999633691288375,5.789256068911343,7.2365700861392535,8.683884103449563,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,22.0,18.0,0.03162277660168379
FLAD1,TMEMmyc,6.644227717548386e-05,3.710435995185776e-12,0.999933557718114,6.335755677368689,7.9196945967109125,9.503633516122987,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,21.0,19.0,0.03162277660168379
FLCN,TMEMV5,0.5811534255508657,1.8393444802876013e-10,0.4188465742646186,5.789256068919024,7.2365700861392535,8.683884103362013,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,10.0,4.0,0.03162277660168379
FLCN,TMEMmyc,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,3.0,0.03162277660168379
FLG,TMEMV5,0.8753779897524312,1.1348222492003062e-10,0.12462201013321092,5.789256068903789,7.2365700861392535,8.683884103363807,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,6.0,4.0,0.03162277660168379
FLG,TMEMmyc,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,1.0,0.03162277660168379
FLG2,TMEMV5,3.7180196311322734e-08,1.7290776979199768e-13,0.9999999628186307,5.789256068911337,7.2365700861392535,8.683884103511474,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,31.0,26.0,0.03162277660168379
FLG2,TMEMmyc,8.750105102771275e-06,1.4912270416284126e-12,0.9999912498924061,6.335755677368681,7.9196945967109125,9.503633516139628,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,16.0,29.0,0.03162277660168379
FLII,TMEMmyc,2.631430397903143e-09,3.889758587914994e-14,0.9999999973675306,6.335755677368679,7.9196945967109125,9.503633516206177,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,38.0,27.0,0.03162277660168379
FLII,TMEMV5,9.528868932807317e-07,7.4347108044254e-13,0.9999990471113632,5.789256068911337,7.2365700861392535,8.68388410348234,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,29.0,20.0,0.03162277660168379
FLNA,TMEMV5,5.871219704037275e-73,1.2563653488338431e-42,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884104851563,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,214.0,211.0,0.03162277660168379
FLNA,TMEMmyc,8.114928291012148e-100,7.776105312110362e-55,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633517916482,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,315.0,264.0,0.03162277660168379
FLNB,TMEMV5,1.6638293215926367e-64,7.939913421830652e-39,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884104676768,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,206.0,171.0,0.03162277660168379
FLNB,TMEMmyc,1.4663177410164264e-82,4.47223134861561e-47,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633517590393,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,272.0,209.0,0.03162277660168379
FLNC,TMEMV5,5.432447865820617e-30,2.6262738587643466e-23,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884103963026,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,105.0,76.0,0.03162277660168379
FLNC,TMEMmyc,2.6404727660433144e-37,1.0002406993576785e-26,0.9999999999989999,6.335755677368679,7.9196945967109125,9.50363351673524,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,132.0,92.0,0.03162277660168379
FLOT1,TMEMV5,0.004730411713381417,3.404171212985663e-11,0.9952695882515816,5.789256068911762,7.2365700861392535,8.683884103405685,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,15.0,13.0,0.03162277660168379
FLOT1,TMEMmyc,0.18096719103940306,1.165145121269136e-10,0.8190328088432632,6.335755677375299,7.9196945967109125,9.503633516055846,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,11.0,9.0,0.03162277660168379
FLOT2,TMEMmyc,0.4271684974125395,1.4081514079176955e-10,0.5728315024460726,6.335755677377908,7.9196945967109125,9.503633516049314,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,10.0,7.0,0.03162277660168379
FLOT2,TMEMV5,0.5811534255508657,1.8393444802876013e-10,0.4188465742646186,5.789256068919024,7.2365700861392535,8.683884103362013,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,8.0,6.0,0.03162277660168379
FLVCR1,TMEMV5,0.824031743579531,1.3353225229701976e-10,0.17596825628611265,5.789256068908733,7.2365700861392535,8.68388410336307,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,7.0,4.0,0.03162277660168379
FLVCR1,TMEMmyc,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,3.0,0.03162277660168379
FLYWCH1,TMEMV5,0.824031743579531,1.3353225229701976e-10,0.17596825628611265,5.789256068908733,7.2365700861392535,8.68388410336307,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,7.0,4.0,0.03162277660168379
FLYWCH1,TMEMmyc,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,3.0,0.03162277660168379
FLYWCH2,TMEMV5,0.9133178241522387,9.472053440397932e-11,0.08668217575212736,5.7892560688984736,7.2365700861392535,8.683884103364509,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,5.0,0.03162277660168379
FLYWCH2,TMEMmyc,0.9847333941340946,2.7884230201029288e-11,0.015266605837036375,6.335755677335889,7.9196945967109125,9.50363351605248,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,3.0,0.03162277660168379
FMN2,TMEMV5,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,1.0,0.03162277660168379
FMN2,TMEMmyc,0.9847333941340946,2.7884230201029288e-11,0.015266605837036375,6.335755677335889,7.9196945967109125,9.50363351605248,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,5.0,1.0,0.03162277660168379
FMNL2,TMEMV5,0.3814448432043822,1.8863576833604455e-10,0.6185551566063634,5.78925606892055,7.2365700861392535,8.68388410336407,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,11.0,5.0,0.03162277660168379
FMNL2,TMEMmyc,0.7156493708958588,1.2078705470083342e-10,0.2843506289826385,6.335755677373424,7.9196945967109125,9.503633516048401,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,9.0,5.0,0.03162277660168379
FMNL3,TMEMV5,0.9133178241522387,9.472053440397932e-11,0.08668217575212736,5.7892560688984736,7.2365700861392535,8.683884103364509,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,6.0,3.0,0.03162277660168379
FMNL3,TMEMmyc,0.9662933691314884,4.2753238636047455e-11,0.03370663082479184,6.33575567734615,7.9196945967109125,9.503633516051906,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,4.0,0.03162277660168379
FMR1,TMEMmyc,6.744067861631495e-08,1.6725248866601966e-13,0.999999932558154,6.335755677368679,7.9196945967109125,9.503633516179558,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,29.0,28.0,0.03162277660168379
FMR1,TMEMV5,2.143992956262432e-06,1.0705970806944612e-12,0.9999978560049732,5.789256068911338,7.2365700861392535,8.683884103475057,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,26.0,21.0,0.03162277660168379
FN3KRP,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,0.0,0.03162277660168379
FN3KRP,TMEMmyc,0.9954274374145274,1.4431768765543875e-11,0.0045725625700453725,6.335755677320629,7.9196945967109125,9.503633516052895,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,1.0,0.03162277660168379
FNBP1,TMEMV5,0.997537276384094,1.3885490406123957e-11,0.0024627236010229137,5.789256068848247,7.2365700861392535,8.683884103366996,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,0.0,0.03162277660168379
FNBP1,TMEMmyc,0.9986407930777661,7.412918371640255e-12,0.001359206913822401,6.33575567730552,7.9196945967109125,9.503633516053053,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,0.0,0.03162277660168379
FNBP4,TMEMV5,0.004730411713381417,3.404171212985663e-11,0.9952695882515816,5.789256068911762,7.2365700861392535,8.683884103405685,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,18.0,10.0,0.03162277660168379
FNBP4,TMEMmyc,0.01902862152468172,4.6735574095458384e-11,0.9809713784276016,6.335755677369945,7.9196945967109125,9.503633516075967,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,11.0,15.0,0.03162277660168379
FNDC3A,TMEMmyc,0.0038170255824634186,2.2887869913814772e-11,0.9961829743936524,6.33575567736901,7.9196945967109125,9.503633516089577,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,18.0,12.0,0.03162277660168379
FNDC3A,TMEMV5,0.01578776825345473,5.8170548283225735e-11,0.9842122316873904,5.789256068912494,7.2365700861392535,8.683884103394506,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,13.0,12.0,0.03162277660168379
FNDC3B,TMEMmyc,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,2.0,0.03162277660168379
FNDC3B,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,0.0,0.03162277660168379
FOCAD,TMEMV5,1.0853869805175221e-05,2.2199707708492868e-12,0.9999891461269749,5.789256068911339,7.2365700861392535,8.68388410346049,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,23.0,20.0,0.03162277660168379
FOCAD,TMEMmyc,9.966010494242166e-05,4.452375281307186e-12,0.9999003398896052,6.3357556773686925,7.9196945967109125,9.503633516119658,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,25.0,14.0,0.03162277660168379
FOXC1,TMEMV5,0.4805211142474434,1.901055341610159e-10,0.5194788855619316,5.789256068920318,7.2365700861392535,8.68388410336267,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,11.0,4.0,0.03162277660168379
FOXC1,TMEMmyc,0.8499121843822196,9.180664715958018e-11,0.1500878155251238,6.335755677365831,7.9196945967109125,9.503633516049641,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,9.0,3.0,0.03162277660168379
FOXF2,TMEMV5,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,3.0,0.03162277660168379
FOXF2,TMEMmyc,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,2.0,0.03162277660168379
FOXG1,TMEMV5,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,4.0,0.03162277660168379
FOXG1,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,0.0,0.03162277660168379
FOXJ3,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,0.0,0.03162277660168379
FOXJ3,TMEMmyc,0.9986407930777661,7.412918371640255e-12,0.001359206913822401,6.33575567730552,7.9196945967109125,9.503633516053053,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,0.0,0.03162277660168379
FOXK1,TMEMmyc,9.966010494242166e-05,4.452375281307186e-12,0.9999003398896052,6.3357556773686925,7.9196945967109125,9.503633516119658,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,22.0,17.0,0.03162277660168379
FOXK1,TMEMV5,0.00041708971010376533,1.144990826321254e-11,0.9995829102774467,5.7892560689113886,7.2365700861392535,8.683884103427692,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,20.0,14.0,0.03162277660168379
FOXK2,TMEMmyc,0.08941990059464336,8.995688003233824e-11,0.9105800993144891,6.335755677372843,7.9196945967109125,9.503633516062207,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,12.0,10.0,0.03162277660168379
FOXK2,TMEMV5,0.15448937267204707,1.492179076686991e-10,0.8455106271778894,5.7892560689176,7.2365700861392535,8.683884103372177,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,9.0,10.0,0.03162277660168379
FOXM1,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,0.0,0.03162277660168379
FOXM1,TMEMmyc,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,0.0,0.03162277660168379
FOXO3,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,0.0,0.03162277660168379
FOXO3,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,1.0,0.03162277660168379
FOXP2,TMEMV5,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,1.0,0.03162277660168379
FOXP2,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,0.0,0.03162277660168379
FOXP4,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,1.0,0.03162277660168379
FOXP4,TMEMV5,0.997537276384094,1.3885490406123957e-11,0.0024627236010229137,5.789256068848247,7.2365700861392535,8.683884103366996,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,0.0,0.03162277660168379
